county_code,lake
0,0.03769761643168705
1,0.034464828312483514
2,0.10950191068592648
3,0.11428579267882791
4,0.10743568406531614
5,0.10248468052052666
6,0.023077317160638097
7,0.0020064424636665446
8,0.015660051955237234
9,0.019829680698280953
10,0.029938037067562324
11,0.14498568770803216
12,0.19596127412622394
13,0.11718754055134253
14,0.09569662933261705
15,0.07253917041085048
16,0.060439551651557503
17,0.050282003735759154
18,0.08962128922808056
19,0.0630618200320249
20,0.071273092703232
