county_code,seawater
0,0.5727166865332248
1,0.29282617999485766
2,0.19225191844826772
3,0.16153812384504893
4,0.0
5,0.0
6,0.432416463166215
7,0.7917267974243306
8,0.562005535552453
9,0.3363624193701803
10,0.34715083003698494
11,0.16174652198342995
12,0.0
13,0.0
14,0.0
15,0.0
16,0.2152946605078467
17,0.17997228722551117
18,0.0
19,0.11889065142241444
20,0.060707004642708874
