county_code,2015
0,18330
1,14228
2,12620
3,20258
4,22470
5,18048
6,21068
7,4896
8,7409
9,31285
10,13711
11,50714
12,23845
13,14705
14,9349
15,29628
16,23963
17,25595
18,32741
19,43001
20,40261
