county_code,land area
0,0.38958569703508816
1,0.6727089916926587
2,0.6982461708658058
3,0.7241760834761231
4,0.8925643159346839
5,0.8975153194794734
6,0.544506219673147
7,0.2062667601120028
8,0.42233441249230974
9,0.6438078999315388
10,0.6229111328954527
11,0.6932677903085379
12,0.8040387258737761
13,0.8828124594486574
14,0.9043033706673829
15,0.9274608295891494
16,0.7242657878405957
17,0.7697457090387296
18,0.9103787107719195
19,0.8180475285455606
20,0.8680199026540592
