county_code,foreigners
0,0.045762334037812526
1,0.04596011491257827
2,0.02304718875502008
3,0.03310344800132323
4,0.024055125350947927
5,0.03275497469211295
6,0.011091075521173872
7,0.001793083175995749
8,0.00354978206090453
9,0.022549672963807308
10,0.009411145542806467
11,0.07560864310204485
12,0.07616
13,0.038228251785540325
14,0.026741759622423006
15,0.10162000783085356
16,0.5626636839807944
17,0.5728425794215267
18,0.969124640010716
19,1.0329670329670328
20,1.0251869830105502
